payment_id,user_id,transaction_type,amount,currency,amount_usd,payment_method,status,transaction_date,processing_time_hours,fee_usd,exchange_rate,payment_provider
PAY_DA3AA3E6,USR_4ACD751E,Deposit,7833.49,CAD,7794.72,PayPal,Completed,2022-03-04 00:00:00,61.8,10.72,1.4926,Stripe
PAY_D9656E62,USR_476F52F9,Withdrawal,407.53,USD,9282.65,PayPal,Failed,2021-08-04 00:00:00,59.6,15.26,1.2203,Stripe
PAY_6F37DAD3,USR_DE253DD6,Deposit,9541.27,GBP,283.09,PayPal,Completed,2023-06-16 00:00:00,62.4,1.73,0.8029,PayPal
PAY_3CC17314,USR_EC957632,Deposit,7343.62,CAD,3254.43,Bank Transfer,Completed,2024-10-24 00:00:00,34.2,42.37,0.8618,PayPal
PAY_4CCC3CF4,USR_6BF27252,Withdrawal,7847.14,CAD,8712.23,Neteller,Failed,2021-05-07 00:00:00,8.8,15.11,1.1656,Crypto
PAY_7F09A657,USR_611422B4,Withdrawal,2061.9,USD,422.45,PayPal,Completed,2024-10-03 00:00:00,33.8,44.76,1.2463,Bank
PAY_23164612,USR_8549D133,Deposit,9161.78,JPY,8589.89,Skrill,Completed,2023-06-14 00:00:00,62.7,10.03,0.9257,Bank
PAY_4B56B4EE,USR_3BA76BF9,Deposit,8022.01,JPY,7569.96,PayPal,Cancelled,2022-12-26 00:00:00,54.9,6.46,1.4718,Stripe
PAY_EAC9696C,USR_57FFE6C5,Deposit,8061.28,EUR,986.41,Skrill,Failed,2020-07-02 00:00:00,55.5,20.49,1.3033,Stripe
PAY_E4A39E4E,USR_B3D662E7,Deposit,4610.02,AUD,854.49,PayPal,Completed,2021-02-12 00:00:00,2.8,15.67,1.0215,Crypto
PAY_C51814DA,USR_469B70E5,Withdrawal,717.25,CAD,2154.58,PayPal,Pending,2022-09-14 00:00:00,60.9,25.62,0.8796,Crypto
PAY_D77F6B4F,USR_5D076C1D,Withdrawal,1751.33,CAD,6813.07,Neteller,Completed,2024-10-14 00:00:00,67.5,35.18,1.4257,PayPal
PAY_3D476BDE,USR_174A1B6D,Deposit,1991.37,USD,9375.94,PayPal,Pending,2024-03-10 00:00:00,61.1,6.72,1.192,PayPal
PAY_17B3339D,USR_5D5B59F6,Withdrawal,3607.68,JPY,3166.88,Bank Transfer,Completed,2023-01-27 00:00:00,56.4,23.68,0.9815,Bank
PAY_9047EDBB,USR_787040DA,Withdrawal,1911.4,GBP,9122.93,Neteller,Failed,2020-07-31 00:00:00,4.0,32.06,1.2432,Bank
PAY_D90DC0EF,USR_A293D3D9,Withdrawal,839.3,GBP,1200.36,Neteller,Failed,2023-04-27 00:00:00,18.3,28.1,1.2675,PayPal
PAY_9555BC4F,USR_66E64257,Withdrawal,8118.99,EUR,9130.26,Skrill,Completed,2024-06-07 00:00:00,2.9,28.9,0.8619,Crypto
PAY_5ECE5AB2,USR_A365C279,Withdrawal,9552.69,CAD,6932.99,Bank Transfer,Pending,2023-11-25 00:00:00,53.5,7.74,0.817,Bank
PAY_6EC4F9B0,USR_A375BDD8,Deposit,1973.79,JPY,7447.92,Wire Transfer,Failed,2023-08-30 00:00:00,48.7,33.73,1.3661,Stripe
PAY_728C95DF,USR_4224A1B4,Deposit,4025.35,EUR,2690.49,Credit Card,Pending,2023-01-01 00:00:00,8.0,44.62,0.8406,PayPal
PAY_6099797F,USR_7AA8AE3F,Withdrawal,7053.23,USD,7493.9,PayPal,Pending,2023-07-19 00:00:00,20.7,2.49,1.337,Crypto
PAY_AC634C6A,USR_5CD1612D,Withdrawal,2216.69,USD,5073.18,Credit Card,Failed,2023-01-06 00:00:00,36.9,29.45,0.9783,PayPal
PAY_3FDB39A4,USR_E05A2A7F,Deposit,3924.07,GBP,4500.53,Skrill,Cancelled,2024-07-04 00:00:00,32.5,34.09,1.1264,Bank
PAY_6511F697,USR_F9BC8ACD,Deposit,136.84,AUD,8592.85,Bank Transfer,Cancelled,2022-01-14 00:00:00,62.1,44.06,1.1185,Bank
PAY_90F533C4,USR_4018AAE0,Withdrawal,1385.74,CAD,9653.07,Skrill,Pending,2021-01-25 00:00:00,57.6,0.86,1.2389,Stripe
PAY_6E016E4F,USR_135DF86B,Deposit,8144.65,AUD,6430.66,Wire Transfer,Pending,2021-06-08 00:00:00,59.4,24.51,1.3526,PayPal
PAY_09F6E633,USR_EEED091D,Withdrawal,1456.46,AUD,7627.21,Skrill,Failed,2023-11-29 00:00:00,7.4,5.9,1.1411,PayPal
PAY_23B8B9DE,USR_FEE79516,Deposit,8221.31,USD,4085.37,Neteller,Completed,2024-02-13 00:00:00,3.5,47.93,0.9476,Crypto
PAY_9C55FAD3,USR_03CA5F76,Deposit,4837.62,CAD,3368.05,Credit Card,Completed,2021-12-05 00:00:00,29.6,19.81,1.0538,PayPal
PAY_BBF84AAD,USR_DB758268,Withdrawal,3726.26,AUD,2557.2,Neteller,Pending,2023-05-25 00:00:00,47.0,18.14,1.2927,Stripe
PAY_9C208F0C,USR_3F1D9C80,Withdrawal,4745.03,EUR,3436.14,Skrill,Pending,2023-10-04 00:00:00,13.7,2.63,1.1644,PayPal
PAY_A1D10735,USR_254395E4,Deposit,7857.91,AUD,771.84,Bank Transfer,Completed,2020-07-26 00:00:00,5.4,14.63,0.9136,Bank
PAY_320C5C15,USR_04432348,Deposit,5598.73,EUR,425.26,Neteller,Failed,2023-07-15 00:00:00,41.7,18.72,1.0298,Stripe
PAY_A25E20CB,USR_216796AF,Withdrawal,7785.12,USD,3616.96,Bank Transfer,Failed,2020-09-17 00:00:00,20.6,37.6,0.8842,Crypto
PAY_F737C7CA,USR_9BB0522E,Withdrawal,1333.14,EUR,2753.88,Neteller,Failed,2020-09-03 00:00:00,31.9,34.83,0.9556,Bank
PAY_45574938,USR_BC545A8E,Withdrawal,5744.0,EUR,5018.23,PayPal,Pending,2024-08-31 00:00:00,23.3,5.6,1.2098,Crypto
PAY_914CB098,USR_ED4C1B44,Withdrawal,4841.04,AUD,9200.47,Credit Card,Failed,2023-06-04 00:00:00,47.6,17.78,0.9237,Crypto
PAY_5B8548DE,USR_EA7C7774,Withdrawal,4881.01,CAD,9549.33,Wire Transfer,Pending,2024-07-20 00:00:00,25.5,31.18,1.2752,Stripe
PAY_91CADF36,USR_5C924A02,Deposit,7472.16,CAD,6678.19,PayPal,Failed,2024-07-12 00:00:00,61.9,40.95,1.3985,Crypto
PAY_1AF34638,USR_F7B106DC,Withdrawal,5992.99,CAD,5394.48,Wire Transfer,Completed,2021-11-25 00:00:00,37.6,31.7,0.9135,Crypto
PAY_0D7D9799,USR_7BB770D0,Deposit,1652.6,USD,421.39,PayPal,Failed,2020-12-06 00:00:00,22.6,16.17,1.4734,Crypto
PAY_93449A35,USR_6CD65C63,Withdrawal,6515.98,USD,262.44,Credit Card,Pending,2023-11-08 00:00:00,42.9,13.18,0.9759,Crypto
PAY_E92F021D,USR_B99D9CE6,Deposit,5000.9,GBP,2467.29,Neteller,Cancelled,2021-05-16 00:00:00,54.9,26.93,1.099,Bank
PAY_0F2EB16C,USR_3FDB6A18,Withdrawal,913.77,EUR,327.2,Skrill,Pending,2021-10-31 00:00:00,24.0,9.97,1.3056,Stripe
PAY_A40F521D,USR_8310BD5E,Withdrawal,6510.94,EUR,1121.28,Neteller,Pending,2020-09-06 00:00:00,5.8,33.44,0.9599,Bank
PAY_0820E69B,USR_4E814295,Withdrawal,9852.62,GBP,2727.0,Wire Transfer,Pending,2023-07-31 00:00:00,59.1,25.86,0.9779,Bank
PAY_EC144B05,USR_F6553B26,Withdrawal,8999.53,CAD,6264.59,PayPal,Failed,2020-01-02 00:00:00,69.4,12.07,0.9814,PayPal
PAY_48C1241E,USR_026ED693,Withdrawal,515.45,USD,6935.34,Wire Transfer,Failed,2020-01-04 00:00:00,21.7,17.88,1.119,Bank
PAY_FDB74777,USR_C9A00F10,Withdrawal,4004.65,USD,1021.49,Credit Card,Cancelled,2024-07-26 00:00:00,28.4,32.04,0.9975,Crypto
PAY_4F2B29CA,USR_2D14DF90,Withdrawal,7208.91,CAD,4569.86,Skrill,Pending,2020-06-28 00:00:00,27.5,2.78,1.0244,Stripe
PAY_6AE6CCBE,USR_4134038F,Withdrawal,5329.46,CAD,4169.8,Credit Card,Cancelled,2020-12-20 00:00:00,69.0,13.27,1.4852,Bank
PAY_11811FC7,USR_41A36D54,Withdrawal,6928.27,AUD,1997.53,PayPal,Cancelled,2022-01-06 00:00:00,9.2,0.37,1.1733,Crypto
PAY_D8C2E2C9,USR_56C6808A,Deposit,9448.37,EUR,819.44,PayPal,Completed,2023-12-01 00:00:00,58.4,46.6,1.0114,Crypto
PAY_3405BE10,USR_EBEDA69E,Deposit,507.06,EUR,4692.49,Skrill,Completed,2020-03-28 00:00:00,60.4,42.7,1.2254,PayPal
PAY_10AFD88D,USR_71F39863,Deposit,2809.31,EUR,2104.32,Neteller,Pending,2020-03-13 00:00:00,9.4,4.22,1.3795,PayPal
PAY_D1B792ED,USR_96629F24,Withdrawal,1394.35,JPY,5622.5,Skrill,Completed,2021-12-17 00:00:00,65.8,0.58,1.0143,Stripe
PAY_79B61309,USR_47165D65,Withdrawal,9291.51,AUD,8053.39,Neteller,Failed,2021-11-04 00:00:00,62.7,39.11,0.9178,Crypto
PAY_A7ED9F3B,USR_AA3A4385,Deposit,2271.18,EUR,3673.14,PayPal,Pending,2020-01-13 00:00:00,62.7,37.34,1.2271,PayPal
PAY_965EA9DD,USR_C08A02BA,Withdrawal,7541.12,CAD,5929.16,Wire Transfer,Pending,2022-09-23 00:00:00,25.2,34.0,1.24,PayPal
PAY_76CA86FD,USR_EDDD97CA,Withdrawal,9942.07,AUD,2541.36,Neteller,Cancelled,2021-08-14 00:00:00,6.5,39.36,1.062,Crypto
PAY_77F8EA16,USR_DE8E7603,Withdrawal,6006.65,USD,4565.8,Credit Card,Failed,2024-02-02 00:00:00,48.4,3.0,0.8916,Bank
PAY_45B3B51B,USR_DCEBE5FE,Deposit,5717.21,JPY,2295.14,Wire Transfer,Pending,2024-05-12 00:00:00,6.3,2.13,1.192,Stripe
PAY_81E429E2,USR_4CA2D353,Withdrawal,3280.14,USD,431.3,Credit Card,Cancelled,2022-10-23 00:00:00,37.3,49.59,1.2106,Stripe
PAY_22957355,USR_8C7B1CC9,Deposit,4131.5,GBP,6321.33,Neteller,Pending,2020-02-03 00:00:00,22.6,44.49,0.8149,PayPal
PAY_0908F2C8,USR_D6941E33,Deposit,1251.94,EUR,5927.04,Credit Card,Pending,2020-05-12 00:00:00,28.9,42.16,1.027,Crypto
PAY_D53C926A,USR_6C36BAF8,Deposit,4123.66,GBP,7054.58,Neteller,Completed,2022-04-04 00:00:00,69.6,44.0,0.8528,PayPal
PAY_604FC00F,USR_D037BF3B,Deposit,2433.12,GBP,6016.76,Wire Transfer,Pending,2021-10-18 00:00:00,34.7,24.24,1.2684,Bank
PAY_40F0E1B8,USR_7DE7FC2C,Withdrawal,3914.57,EUR,6658.35,Skrill,Pending,2021-06-01 00:00:00,22.7,46.15,1.1638,Crypto
PAY_8EAD14AE,USR_F4E96138,Deposit,4666.15,USD,5536.32,Bank Transfer,Failed,2023-03-14 00:00:00,26.2,3.93,1.2286,PayPal
PAY_07DDA92D,USR_5DA1D74F,Deposit,9557.53,JPY,468.67,Neteller,Failed,2023-10-15 00:00:00,13.7,16.51,1.0218,Bank
PAY_A73ADAAE,USR_326C5A36,Deposit,4888.07,AUD,4542.68,Credit Card,Completed,2022-11-27 00:00:00,41.4,45.65,1.2736,Crypto
PAY_856B9179,USR_B7ADB3BA,Deposit,3129.29,GBP,2415.7,Bank Transfer,Completed,2020-04-24 00:00:00,33.4,44.52,1.2575,Crypto
PAY_32A8BAD8,USR_268560B2,Deposit,3374.67,EUR,6498.91,Credit Card,Pending,2024-08-20 00:00:00,55.3,47.27,1.4315,Bank
PAY_D185832F,USR_96AAD611,Deposit,9840.99,JPY,94.83,PayPal,Pending,2022-11-12 00:00:00,62.6,0.62,1.4485,Stripe
PAY_D0BA91DC,USR_0CE3662B,Withdrawal,484.26,JPY,144.63,Bank Transfer,Pending,2020-10-07 00:00:00,67.2,20.37,0.843,Crypto
PAY_F8C9CCD1,USR_1A9F0F72,Withdrawal,6174.59,JPY,5376.54,Neteller,Failed,2023-12-05 00:00:00,57.7,32.54,0.9482,PayPal
PAY_6FD5B07E,USR_65C40A00,Deposit,2448.81,JPY,2242.64,PayPal,Completed,2022-01-01 00:00:00,14.6,19.81,1.3242,PayPal
PAY_A3C6B72A,USR_78042A00,Deposit,1262.41,USD,3100.43,Neteller,Cancelled,2020-06-01 00:00:00,5.9,28.4,1.1329,Crypto
PAY_5813CE8E,USR_E3C05EB0,Withdrawal,9827.17,USD,4486.07,Skrill,Completed,2021-08-08 00:00:00,22.0,37.94,1.1837,Bank
PAY_13366473,USR_3074066C,Deposit,143.64,EUR,2638.07,Wire Transfer,Completed,2023-04-16 00:00:00,49.6,34.86,1.4915,Crypto
PAY_EB285E62,USR_79993C55,Deposit,244.37,EUR,1594.12,Wire Transfer,Failed,2022-02-12 00:00:00,38.6,45.19,1.1661,Crypto
PAY_EED0B895,USR_F21E2540,Withdrawal,5889.36,EUR,6810.43,Wire Transfer,Failed,2022-05-07 00:00:00,51.0,36.52,1.0342,PayPal
PAY_E0B0BAFA,USR_75893502,Deposit,5841.49,EUR,2968.42,Wire Transfer,Completed,2021-01-25 00:00:00,18.9,48.97,1.1193,Stripe
PAY_FB240D6F,USR_AAF23C34,Deposit,3028.6,USD,358.72,Credit Card,Completed,2021-10-19 00:00:00,52.6,20.72,1.1371,PayPal
PAY_82FFD54A,USR_4D192B88,Deposit,7096.6,EUR,9720.81,Wire Transfer,Completed,2020-06-25 00:00:00,10.4,22.22,1.0012,Crypto
PAY_F4D03269,USR_6F57F376,Withdrawal,7723.29,CAD,8320.38,Bank Transfer,Cancelled,2020-12-02 00:00:00,9.8,46.01,1.2038,Stripe
PAY_B7C41304,USR_8B02CC3D,Deposit,465.14,CAD,9762.46,Neteller,Pending,2023-06-30 00:00:00,8.8,4.99,0.824,Bank
PAY_79BA7AC5,USR_80C57A3E,Withdrawal,3353.87,CAD,6473.11,Wire Transfer,Pending,2022-01-06 00:00:00,8.4,44.82,1.0433,Stripe
PAY_ED50D1CD,USR_F224CC0E,Deposit,4306.54,JPY,2615.22,Credit Card,Failed,2021-08-29 00:00:00,39.8,8.37,1.3996,Stripe
PAY_17921E64,USR_661770F5,Withdrawal,409.71,EUR,7100.74,PayPal,Failed,2023-12-07 00:00:00,47.5,27.07,0.9836,Stripe
PAY_A6D3AC3B,USR_269B332D,Withdrawal,3168.51,GBP,9717.63,Bank Transfer,Failed,2022-01-28 00:00:00,40.8,48.55,0.9252,Crypto
PAY_3755FB9B,USR_3785363D,Deposit,293.74,AUD,347.08,Neteller,Failed,2022-02-08 00:00:00,4.6,49.0,1.1335,PayPal
PAY_DE4AF3F5,USR_880A8081,Withdrawal,351.57,JPY,1439.58,Credit Card,Pending,2023-08-16 00:00:00,70.3,13.64,1.307,PayPal
PAY_F24483B0,USR_8CFB39C7,Deposit,1243.63,USD,3620.93,Bank Transfer,Completed,2022-02-03 00:00:00,40.3,35.82,1.174,PayPal
PAY_7104826F,USR_A4C5D643,Withdrawal,9965.05,AUD,8889.45,Wire Transfer,Cancelled,2023-02-26 00:00:00,3.4,21.03,1.4027,Crypto
PAY_D5A7D61D,USR_68D40012,Withdrawal,4736.09,CAD,9149.11,Wire Transfer,Cancelled,2020-06-15 00:00:00,18.9,17.52,0.8051,Bank
PAY_C43E0CF1,USR_BCB2E74F,Deposit,6867.08,AUD,7965.94,Bank Transfer,Cancelled,2020-08-07 00:00:00,35.4,2.02,1.4556,Crypto
PAY_1A192073,USR_98D18F92,Deposit,3747.79,CAD,3346.98,Wire Transfer,Cancelled,2020-10-15 00:00:00,5.6,19.02,1.1935,Stripe
PAY_B540EAB0,USR_508DA135,Withdrawal,6025.06,GBP,1132.13,PayPal,Cancelled,2021-11-23 00:00:00,26.3,32.26,1.2997,PayPal
PAY_9E989773,USR_08C39316,Deposit,979.92,EUR,9801.44,Credit Card,Completed,2021-06-08 00:00:00,57.4,21.18,1.3271,PayPal
PAY_766C2AD2,USR_C8D1DAF2,Withdrawal,724.44,JPY,8623.22,Wire Transfer,Completed,2021-12-31 00:00:00,8.2,20.74,0.8174,PayPal
PAY_C68732FB,USR_54F63523,Withdrawal,8787.59,AUD,3706.05,Wire Transfer,Pending,2024-11-15 00:00:00,62.8,43.02,1.1407,Bank
PAY_198F24E2,USR_901E14DA,Withdrawal,6468.78,GBP,6754.1,Wire Transfer,Failed,2024-09-13 00:00:00,11.4,7.87,1.2572,Bank
PAY_074EB256,USR_96AAD611,Withdrawal,5628.89,CAD,8607.51,Credit Card,Pending,2024-02-13 00:00:00,11.4,15.15,1.366,Bank
PAY_8B4D8D99,USR_BDE47B0A,Deposit,9949.41,CAD,7427.97,Skrill,Pending,2021-07-28 00:00:00,34.5,10.22,1.447,Bank
PAY_ABC38782,USR_F1D913E8,Deposit,5638.02,JPY,2845.29,Neteller,Pending,2024-08-20 00:00:00,43.9,5.55,0.9314,Crypto
PAY_127E7A68,USR_5A156638,Deposit,1953.6,CAD,7160.55,PayPal,Cancelled,2021-02-07 00:00:00,41.5,3.23,1.2895,Crypto
PAY_FEBC92F2,USR_D83AFA68,Withdrawal,1704.43,GBP,3560.58,Wire Transfer,Completed,2024-08-24 00:00:00,62.6,0.49,1.3427,Bank
PAY_155F0BCD,USR_716EAE49,Deposit,7016.39,JPY,3167.57,Wire Transfer,Completed,2022-04-22 00:00:00,10.1,14.63,0.9528,Crypto
PAY_FCC553FC,USR_3F17C25E,Deposit,8276.41,AUD,9606.3,Credit Card,Cancelled,2022-11-26 00:00:00,38.2,47.07,1.1668,Crypto
PAY_72A48F54,USR_312D9169,Deposit,1114.83,EUR,1030.01,Bank Transfer,Cancelled,2023-04-28 00:00:00,51.8,40.56,1.3058,Bank
PAY_301B2CA4,USR_F08D01AA,Deposit,6970.14,JPY,8176.38,PayPal,Failed,2021-02-03 00:00:00,35.8,26.98,1.3777,Bank
PAY_3C38C45E,USR_A229DF35,Withdrawal,6416.21,JPY,1698.94,PayPal,Completed,2024-05-27 00:00:00,46.5,3.1,0.867,Bank
PAY_6B7382F2,USR_3DA84E37,Deposit,5945.15,JPY,3509.32,Credit Card,Failed,2021-04-16 00:00:00,8.0,9.95,1.186,PayPal
PAY_A2114EEC,USR_EE748FFE,Withdrawal,3187.84,GBP,5624.55,Bank Transfer,Completed,2023-05-01 00:00:00,37.8,24.09,1.2789,Stripe
PAY_E09DA3B3,USR_14F5BBF8,Deposit,3302.56,GBP,4139.39,PayPal,Failed,2024-09-07 00:00:00,22.5,36.91,0.9627,Bank
PAY_27435DEB,USR_1CEF78DF,Deposit,2225.23,JPY,7795.32,Neteller,Failed,2023-06-21 00:00:00,22.8,20.62,1.3038,Stripe
PAY_072D9DD8,USR_A5761C4F,Withdrawal,1716.77,JPY,7380.56,Neteller,Completed,2022-11-22 00:00:00,42.5,7.95,1.0693,Bank
PAY_4F382AF3,USR_76089DA9,Withdrawal,7672.99,GBP,6400.91,Neteller,Cancelled,2021-09-08 00:00:00,69.6,12.86,1.4053,Bank
PAY_B6C56CF5,USR_B9854043,Withdrawal,1356.26,AUD,6996.57,Bank Transfer,Completed,2024-05-17 00:00:00,19.2,42.96,0.9957,Stripe
PAY_3FBFF557,USR_8CE5D235,Withdrawal,1093.66,CAD,770.37,PayPal,Cancelled,2021-01-23 00:00:00,23.8,10.99,1.1031,Bank
PAY_20241572,USR_9C913792,Deposit,6813.98,GBP,4599.38,PayPal,Failed,2023-09-25 00:00:00,12.8,1.54,0.9523,Bank
PAY_02BD9A28,USR_8AFBF1BE,Deposit,3112.58,JPY,4444.7,PayPal,Pending,2024-07-26 00:00:00,18.3,39.36,1.2875,Bank
PAY_ABC7B82D,USR_E8325728,Withdrawal,3945.3,GBP,6858.55,Neteller,Pending,2021-01-30 00:00:00,54.9,11.51,1.169,Stripe
PAY_617847DB,USR_6F170729,Withdrawal,8335.47,EUR,303.37,Skrill,Failed,2024-05-01 00:00:00,67.4,43.06,1.275,Crypto
PAY_B389DE50,USR_EF394B03,Deposit,147.06,JPY,4077.69,Skrill,Completed,2023-11-12 00:00:00,50.4,1.08,1.4137,Crypto
PAY_895FD35B,USR_3DC91B52,Deposit,4123.41,EUR,2198.28,Skrill,Completed,2021-06-16 00:00:00,37.5,10.38,1.4234,Crypto
PAY_C98E0623,USR_AA5C7934,Deposit,7078.52,GBP,2686.56,PayPal,Pending,2021-05-20 00:00:00,63.1,32.73,1.2661,PayPal
PAY_AE041898,USR_3D75A41E,Deposit,6823.96,AUD,7758.94,Credit Card,Pending,2021-11-20 00:00:00,3.1,35.32,1.1836,PayPal
PAY_32AFBC97,USR_E8BA6400,Deposit,8737.82,AUD,8068.41,Wire Transfer,Cancelled,2023-10-05 00:00:00,58.5,38.8,1.0191,Stripe
PAY_D7E15B97,USR_1D48F283,Withdrawal,4442.45,EUR,6685.99,Credit Card,Completed,2023-03-02 00:00:00,52.6,2.89,1.3632,PayPal
PAY_5146D06C,USR_14A5C281,Deposit,3118.37,CAD,4695.85,Credit Card,Failed,2022-10-18 00:00:00,9.5,31.48,1.4955,PayPal
PAY_5AF82D68,USR_C49EFC8B,Withdrawal,1469.3,GBP,7717.18,Bank Transfer,Cancelled,2023-06-26 00:00:00,22.2,6.0,1.3908,PayPal
PAY_4088AA6A,USR_5CF573F2,Deposit,4804.67,EUR,1111.49,Wire Transfer,Completed,2023-05-01 00:00:00,0.2,37.21,0.8417,Crypto
PAY_E3E7DE9B,USR_3428BFB8,Deposit,3174.59,CAD,2865.57,Credit Card,Completed,2022-09-19 00:00:00,23.2,39.79,1.395,Bank
PAY_6CEDDDD9,USR_FDB66899,Deposit,1930.02,GBP,735.62,Wire Transfer,Cancelled,2022-09-24 00:00:00,49.5,37.33,1.1298,Stripe
PAY_9DBBC313,USR_70F386BA,Deposit,2990.33,USD,6169.24,Skrill,Failed,2021-01-07 00:00:00,33.5,25.73,1.352,Bank
PAY_668FE9F8,USR_EB87FFD7,Deposit,864.88,GBP,7148.51,Bank Transfer,Pending,2024-01-17 00:00:00,48.7,0.47,1.3779,Bank
PAY_322B7643,USR_84F7A39E,Deposit,8029.45,EUR,7927.84,Skrill,Completed,2020-08-03 00:00:00,30.5,49.77,1.207,Stripe
PAY_92B49B71,USR_D2927A57,Withdrawal,97.48,CAD,4244.69,Credit Card,Pending,2020-09-02 00:00:00,65.9,15.82,1.0338,Crypto
PAY_022FA55B,USR_41DE839C,Withdrawal,3284.26,CAD,7471.77,Neteller,Pending,2020-01-21 00:00:00,19.9,3.55,1.2883,Crypto
PAY_FD2A762A,USR_96324ACD,Withdrawal,3313.75,CAD,8081.51,Skrill,Cancelled,2023-09-07 00:00:00,10.5,22.77,0.8414,Stripe
PAY_298921D0,USR_C617DEAB,Deposit,5673.54,AUD,8871.13,Skrill,Pending,2021-03-13 00:00:00,31.8,42.18,1.2726,Bank
PAY_07104616,USR_13C39E6F,Deposit,2870.66,JPY,4963.03,Bank Transfer,Pending,2023-11-12 00:00:00,7.5,24.8,1.2343,Bank
PAY_E2C697FB,USR_A54F945C,Withdrawal,3622.42,GBP,7560.99,Wire Transfer,Completed,2020-03-19 00:00:00,70.9,40.75,1.3463,Bank
PAY_B1A0BAC5,USR_47299C45,Deposit,8814.82,USD,5899.37,Wire Transfer,Pending,2020-07-11 00:00:00,29.1,38.57,1.2678,Stripe
PAY_C96B9BAC,USR_18510D2E,Deposit,9786.72,AUD,1553.44,PayPal,Cancelled,2022-11-16 00:00:00,38.4,21.74,1.2276,Crypto
PAY_53B580C6,USR_1A7231D5,Withdrawal,6057.78,EUR,927.22,Credit Card,Completed,2022-04-12 00:00:00,43.6,41.28,1.1453,PayPal
PAY_8EA33A01,USR_3560AADA,Deposit,6873.51,GBP,2830.21,Neteller,Completed,2021-09-11 00:00:00,36.5,30.29,1.1984,PayPal
PAY_FBED1A1B,USR_5B023CE4,Deposit,6780.48,CAD,1630.32,Wire Transfer,Completed,2022-12-04 00:00:00,53.1,34.78,1.2771,Bank
PAY_FCD2247A,USR_CD0ED1DA,Withdrawal,60.51,AUD,9914.25,Skrill,Cancelled,2023-02-04 00:00:00,60.6,30.54,1.3626,Bank
PAY_9E8523EF,USR_F9A53440,Withdrawal,7920.23,CAD,9886.06,Neteller,Completed,2023-04-11 00:00:00,34.5,42.02,1.491,Crypto
PAY_D872726F,USR_F22E394C,Withdrawal,9202.23,CAD,6559.5,Bank Transfer,Completed,2021-05-23 00:00:00,64.0,2.24,1.3941,Bank
PAY_63D49E3C,USR_7D5AEEDF,Deposit,7821.14,GBP,7907.95,Credit Card,Cancelled,2021-12-16 00:00:00,19.2,22.07,1.0794,Crypto
PAY_75FC989E,USR_A878B937,Withdrawal,1239.46,EUR,5561.59,Skrill,Completed,2021-01-17 00:00:00,6.4,48.01,1.1437,Crypto
PAY_4042167E,USR_5A8CCD7A,Withdrawal,6030.93,CAD,2165.78,Skrill,Failed,2021-07-14 00:00:00,70.0,12.75,1.4687,Bank
PAY_8EC381CF,USR_BDD451C0,Withdrawal,2253.36,JPY,6636.39,Neteller,Cancelled,2021-09-17 00:00:00,64.6,8.88,1.1812,Bank
PAY_7E754732,USR_E2E9E79C,Withdrawal,4159.08,AUD,7636.96,Skrill,Pending,2020-09-16 00:00:00,18.4,39.46,1.0245,Bank
PAY_95293B1B,USR_96C055B1,Deposit,4846.33,CAD,4066.39,PayPal,Cancelled,2022-09-04 00:00:00,36.4,29.46,1.2869,Crypto
PAY_16DEE206,USR_83B3468C,Deposit,3696.21,USD,1248.34,Credit Card,Completed,2020-07-10 00:00:00,33.8,4.76,1.3919,Stripe
PAY_178C3ED6,USR_6A549EB4,Deposit,5881.78,CAD,8309.35,PayPal,Pending,2023-04-02 00:00:00,24.5,13.81,1.016,Crypto
PAY_7CFEC80F,USR_764E6716,Deposit,7976.9,JPY,3872.67,PayPal,Failed,2020-05-04 00:00:00,67.0,20.72,1.33,Bank
PAY_6736A1B2,USR_B7ED17DC,Deposit,5952.87,USD,6629.81,Bank Transfer,Cancelled,2021-08-06 00:00:00,62.6,22.88,1.2014,Bank
PAY_3EED429F,USR_78069E03,Deposit,4190.68,AUD,2268.51,Credit Card,Failed,2021-01-07 00:00:00,6.3,18.62,0.8538,Stripe
PAY_EFFBE67D,USR_96FCB5D5,Deposit,3549.36,JPY,826.64,Neteller,Pending,2022-01-08 00:00:00,68.8,18.27,1.4708,Stripe
PAY_845556AF,USR_76EBAD6E,Deposit,5851.64,USD,7432.82,Skrill,Cancelled,2023-12-09 00:00:00,23.0,32.68,1.1675,Stripe
PAY_E02185D5,USR_CAD7945C,Withdrawal,9343.67,GBP,7461.31,Bank Transfer,Cancelled,2021-05-16 00:00:00,60.7,41.27,1.0168,Bank
PAY_F925D52E,USR_562C756F,Deposit,5265.7,USD,6316.74,Bank Transfer,Cancelled,2021-11-08 00:00:00,61.3,23.37,1.3749,Stripe
PAY_2F90A7C8,USR_706D1097,Deposit,7711.76,USD,1245.28,Credit Card,Pending,2021-05-30 00:00:00,27.9,39.54,1.3995,Bank
PAY_E123232A,USR_E5267034,Deposit,9533.31,AUD,4718.76,Wire Transfer,Cancelled,2022-08-20 00:00:00,52.6,38.62,1.1811,Stripe
PAY_8E58CD6E,USR_508DA135,Deposit,6193.56,CAD,2478.46,Wire Transfer,Completed,2021-06-05 00:00:00,64.4,37.78,1.2171,Stripe
PAY_CAE7D2DF,USR_67C011DD,Withdrawal,1922.32,AUD,1722.03,PayPal,Completed,2022-09-16 00:00:00,25.6,41.46,1.4336,PayPal
